gid,role,role_score,cluster_id,priority_score,evidence
100000008346837100,consolidator,0.957842,13,0.937038,Признаки консолидации. Вход 9: 254359.00 KZT; выход 25: 1258643.00 KZT; seed-путей 6.
100000003037476100,consolidator,0.603337,9,0.513840,Признаки консолидации. Вход 3: 555000.00 KZT; выход 0: 0.00 KZT; seed-путей 2. Граница выгрузки.
100000007390016100,peripheral,0.200000,70,0.513832,Нет специфической роли. Вход 1: 511000.00 KZT; выход 1: 346500.00 KZT; seed-путей 3.
100000002991079100,peripheral,0.200000,5,0.513092,Нет специфической роли. Вход 2: 148900.00 KZT; выход 1: 11000.00 KZT; seed-путей 2.
100000003171006100,terminal,0.650000,9,0.512928,Наблюдаемый конец маршрута. Вход 2: 485000.00 KZT; выход 0: 0.00 KZT; seed-путей 3.
100000003215448100,peripheral,0.200000,4,0.512771,Нет специфической роли. Вход 1: 91309.00 KZT; выход 2: 124000.00 KZT; seed-путей 1.
100000000254336100,peripheral,0.200000,1,0.512688,Нет специфической роли. Вход 2: 97177.00 KZT; выход 1: 60000.00 KZT; seed-путей 2.
100000001929088100,terminal,0.650000,7,0.512381,Наблюдаемый конец маршрута. Вход 2: 396010.00 KZT; выход 0: 0.00 KZT; seed-путей 2.
100000004689658100,peripheral,0.200000,4,0.512085,Нет специфической роли. Вход 1: 456100.00 KZT; выход 1: 7092.00 KZT; seed-путей 1.
100000005668605100,consolidator,0.627408,20,0.511781,Признаки консолидации. Вход 3: 94500.00 KZT; выход 0: 0.00 KZT; seed-путей 7.
100000008708207100,terminal,0.650000,9,0.511448,Наблюдаемый конец маршрута. Вход 2: 465000.00 KZT; выход 0: 0.00 KZT; seed-путей 3.
100000003001564100,peripheral,0.200000,5,0.511439,Нет специфической роли. Вход 1: 23520.00 KZT; выход 1: 180000.00 KZT; seed-путей 2.
100000003104347100,peripheral,0.200000,22,0.510335,Нет специфической роли. Вход 1: 418000.00 KZT; выход 1: 32000.00 KZT; seed-путей 1.
100000008223661100,distributor,0.418012,10,0.510047,Признаки распределения. Вход 2: 202000.00 KZT; выход 5: 262580.00 KZT; seed-путей 2.
100000007170072100,transit,0.790564,4,0.508060,Признаки транзита. Вход 1: 100000.00 KZT; выход 2: 99500.00 KZT; seed-путей 1.
100000003254723100,terminal,0.650000,3,0.507668,Наблюдаемый конец маршрута. Вход 1: 269850.00 KZT; выход 0: 0.00 KZT; seed-путей 4.
100000001714173100,terminal,0.650000,18,0.506834,Наблюдаемый конец маршрута. Вход 1: 638905.00 KZT; выход 0: 0.00 KZT; seed-путей 3.
100000005815602100,peripheral,0.200000,5,0.504440,Нет специфической роли. Вход 1: 20000.00 KZT; выход 1: 165000.00 KZT; seed-путей 2.
100000002645609100,terminal,0.650000,1,0.504325,Наблюдаемый конец маршрута. Вход 4: 546820.68 KZT; выход 0: 0.00 KZT; seed-путей 2.
100000000291908100,peripheral,0.200000,48,0.504134,Нет специфической роли. Вход 1: 295500.00 KZT; выход 1: 13300.00 KZT; seed-путей 1.
100000004580202100,peripheral,0.200000,22,0.503575,Нет специфической роли. Вход 1: 9000.00 KZT; выход 3: 45000.00 KZT; seed-путей 2.
100000003062895100,terminal,0.650000,10,0.502903,Наблюдаемый конец маршрута. Вход 2: 328444.00 KZT; выход 0: 0.00 KZT; seed-путей 2.
100000005519347100,peripheral,0.200000,5,0.502815,Нет специфической роли. Вход 2: 73100.00 KZT; выход 1: 99000.00 KZT; seed-путей 4.
100000003834495100,consolidator,0.605604,1,0.502001,Признаки консолидации. Вход 3: 602441.00 KZT; выход 1: 20000.00 KZT; seed-путей 2.
100000002712416100,terminal,0.650000,14,0.501402,Наблюдаемый конец маршрута. Вход 2: 116800.00 KZT; выход 0: 0.00 KZT; seed-путей 4.
100000005616568100,peripheral,0.200000,6,0.501046,Нет специфической роли. Вход 1: 530000.00 KZT; выход 0: 0.00 KZT; seed-путей 3. Граница выгрузки.
100000004726132100,peripheral,0.200000,1,0.500645,Нет специфической роли. Вход 1: 349000.00 KZT; выход 1: 24000.00 KZT; seed-путей 1.
100000008088082100,peripheral,0.200000,13,0.500564,Нет специфической роли. Вход 1: 39138.00 KZT; выход 1: 50000.00 KZT; seed-путей 3.
100000002548759100,terminal,0.650000,9,0.500142,Наблюдаемый конец маршрута. Вход 2: 375000.00 KZT; выход 0: 0.00 KZT; seed-путей 3.
100000003221384100,terminal,0.450000,16,0.499701,Наблюдаемый конец маршрута. Вход 1: 511200.00 KZT; выход 0: 0.00 KZT; seed-путей 3.
100000008561016100,transit,0.743989,9,0.499568,Признаки транзита. Вход 1: 180000.00 KZT; выход 1: 185000.00 KZT; seed-путей 1.
100000004500444100,peripheral,0.200000,15,0.499068,Нет специфической роли. Вход 2: 180000.00 KZT; выход 1: 74000.00 KZT; seed-путей 1.
100000001904863100,terminal,0.450000,15,0.499028,Наблюдаемый конец маршрута. Вход 1: 500000.00 KZT; выход 0: 0.00 KZT; seed-путей 3.
100000004336312100,consolidator,0.425142,33,0.498616,Признаки консолидации. Вход 3: 90415.00 KZT; выход 2: 72650.00 KZT; seed-путей 1.
100000008038077100,terminal,0.650000,6,0.498085,Наблюдаемый конец маршрута. Вход 1: 499850.00 KZT; выход 0: 0.00 KZT; seed-путей 3.
100000008531133100,peripheral,0.200000,5,0.497300,Нет специфической роли. Вход 1: 25000.00 KZT; выход 3: 158271.68 KZT; seed-путей 1.
100000003116106100,terminal,0.650000,6,0.497278,Наблюдаемый конец маршрута. Вход 1: 494050.00 KZT; выход 0: 0.00 KZT; seed-путей 3.
100000004071444100,peripheral,0.200000,1,0.496607,Нет специфической роли. Вход 1: 247350.00 KZT; выход 1: 100000.00 KZT; seed-путей 1.
100000005317181100,peripheral,0.200000,1,0.495423,Нет специфической роли. Вход 1: 141250.00 KZT; выход 1: 14500.00 KZT; seed-путей 2.
100000000594783100,peripheral,0.200000,23,0.494290,Нет специфической роли. Вход 1: 2635000.00 KZT; выход 2: 152500.00 KZT; seed-путей 2.
100000000552584100,peripheral,0.200000,23,0.493483,Нет специфической роли. Вход 1: 2500000.00 KZT; выход 1: 57500.00 KZT; seed-путей 2.
100000008532050100,terminal,0.450000,6,0.493240,Наблюдаемый конец маршрута. Вход 1: 455156.00 KZT; выход 0: 0.00 KZT; seed-путей 3.
100000002469065100,terminal,0.450000,5,0.492998,Наблюдаемый конец маршрута. Вход 1: 200000.00 KZT; выход 0: 0.00 KZT; seed-путей 4.
100000003917461100,peripheral,0.200000,11,0.492327,Нет специфической роли. Вход 1: 10000.00 KZT; выход 2: 140000.00 KZT; seed-путей 2.
100000001411870100,terminal,0.650000,7,0.491905,Наблюдаемый конец маршрута. Вход 2: 900000.00 KZT; выход 0: 0.00 KZT; seed-путей 2.
100000007841978100,peripheral,0.200000,6,0.491894,Нет специфической роли. Вход 1: 449000.00 KZT; выход 0: 0.00 KZT; seed-путей 3. Граница выгрузки.
100000002459832100,terminal,0.650000,4,0.491367,Наблюдаемый конец маршрута. Вход 2: 880606.00 KZT; выход 0: 0.00 KZT; seed-путей 2.
100000008106997100,peripheral,0.200000,1,0.490987,Нет специфической роли. Вход 2: 35600.00 KZT; выход 1: 20600.00 KZT; seed-путей 2.
100000005897462100,terminal,0.450000,12,0.490602,Наблюдаемый конец маршрута. Вход 1: 98400.00 KZT; выход 0: 0.00 KZT; seed-путей 5.
100000004659919100,peripheral,0.200000,49,0.490577,Нет специфической роли. Вход 1: 110000.00 KZT; выход 1: 39000.00 KZT; seed-путей 2.
100000005664632100,terminal,0.650000,65,0.490575,Наблюдаемый конец маршрута. Вход 1: 198620.00 KZT; выход 0: 0.00 KZT; seed-путей 4.
100000002989353100,peripheral,0.200000,14,0.490507,Нет специфической роли. Вход 1: 500000.00 KZT; выход 2: 321160.00 KZT; seed-путей 2.
100000000979923100,terminal,0.450000,12,0.490333,Наблюдаемый конец маршрута. Вход 1: 97900.00 KZT; выход 0: 0.00 KZT; seed-путей 5.
100000005539201100,peripheral,0.200000,5,0.490273,Нет специфической роли. Вход 1: 45504.00 KZT; выход 1: 25000.00 KZT; seed-путей 2.
100000005133757100,terminal,0.650000,4,0.489229,Наблюдаемый конец маршрута. Вход 2: 65000.00 KZT; выход 0: 0.00 KZT; seed-путей 4.
100000005783452100,peripheral,0.200000,14,0.489105,Нет специфической роли. Вход 2: 286500.00 KZT; выход 0: 0.00 KZT; seed-путей 2. Граница выгрузки.
100000003985389100,peripheral,0.200000,4,0.489068,Нет специфической роли. Вход 1: 422698.00 KZT; выход 0: 0.00 KZT; seed-путей 3. Граница выгрузки.
100000008760098100,peripheral,0.200000,18,0.489066,Нет специфической роли. Вход 1: 7000.00 KZT; выход 1: 390000.00 KZT; seed-путей 3.
100000001222245100,peripheral,0.200000,6,0.488933,Нет специфической роли. Вход 1: 420000.00 KZT; выход 0: 0.00 KZT; seed-путей 3. Граница выгрузки.
100000002936322100,terminal,0.650000,4,0.488137,Наблюдаемый конец маршрута. Вход 2: 787133.00 KZT; выход 0: 0.00 KZT; seed-путей 2.
100000002578405100,distributor,0.986744,2,0.487443,Признаки распределения. Вход 2: 1200351.00 KZT; выход 116: 3108352.00 KZT; seed-путей 1.
100000008583360100,peripheral,0.200000,8,0.487186,Нет специфической роли. Вход 1: 112843.00 KZT; выход 1: 170000.00 KZT; seed-путей 1.
100000000821507100,terminal,0.450000,30,0.487184,Наблюдаемый конец маршрута. Вход 1: 400000.00 KZT; выход 0: 0.00 KZT; seed-путей 3.
100000008748408100,distributor,0.964841,7,0.486651,Признаки распределения. Вход 1: 360000.00 KZT; выход 21: 1499960.00 KZT; seed-путей 1.
100000001162560100,distributor,0.743862,9,0.486597,Признаки распределения. Вход 1: 331300.00 KZT; выход 12: 2904398.00 KZT; seed-путей 1.
100000002748180100,distributor,0.569683,14,0.486329,Признаки распределения. Вход 1: 9900.00 KZT; выход 8: 679743.00 KZT; seed-путей 1.
100000006445501100,terminal,0.450000,12,0.485622,Наблюдаемый конец маршрута. Вход 1: 91000.00 KZT; выход 0: 0.00 KZT; seed-путей 5.
100000001009583100,terminal,0.450000,6,0.485569,Наблюдаемый конец маршрута. Вход 1: 393740.00 KZT; выход 0: 0.00 KZT; seed-путей 3.
100000001703168100,peripheral,0.200000,3,0.485463,Нет специфической роли. Вход 1: 45000.00 KZT; выход 1: 90000.00 KZT; seed-путей 2.
100000001680944100,terminal,0.450000,18,0.485299,Наблюдаемый конец маршрута. Вход 1: 393000.00 KZT; выход 0: 0.00 KZT; seed-путей 3.
100000000489417100,transit,0.527321,13,0.484925,Признаки транзита. Вход 3: 73504.00 KZT; выход 1: 80000.00 KZT; seed-путей 2.
100000003025903100,peripheral,0.200000,6,0.484896,Нет специфической роли. Вход 1: 386300.00 KZT; выход 0: 0.00 KZT; seed-путей 3. Граница выгрузки.
100000004905207100,terminal,0.450000,15,0.484357,Наблюдаемый конец маршрута. Вход 1: 380000.00 KZT; выход 0: 0.00 KZT; seed-путей 3.
100000004114962100,terminal,0.650000,6,0.483593,Наблюдаемый конец маршрута. Вход 2: 165000.00 KZT; выход 0: 0.00 KZT; seed-путей 3.
100000005602999100,peripheral,0.200000,12,0.483375,Нет специфической роли. Вход 1: 5000.00 KZT; выход 2: 16000.00 KZT; seed-путей 4.
100000003204491100,peripheral,0.200000,1,0.483235,Нет специфической роли. Вход 1: 140000.00 KZT; выход 1: 100000.00 KZT; seed-путей 1.
100000005409156100,terminal,0.650000,6,0.482780,Наблюдаемый конец маршрута. Вход 2: 260080.00 KZT; выход 0: 0.00 KZT; seed-путей 3.
100000002152857100,distributor,0.502161,27,0.482526,Признаки распределения. Вход 1: 105000.00 KZT; выход 5: 1230000.00 KZT; seed-путей 1.
100000002126791100,peripheral,0.200000,9,0.482312,Нет специфической роли. Вход 1: 1313000.00 KZT; выход 0: 0.00 KZT; seed-путей 2. Граница выгрузки.
100000005409680100,peripheral,0.200000,19,0.481439,Нет специфической роли. Вход 2: 55060.00 KZT; выход 0: 0.00 KZT; seed-путей 4.
100000007797290100,peripheral,0.200000,1,0.481425,Нет специфической роли. Вход 1: 100000.00 KZT; выход 1: 20000.00 KZT; seed-путей 2.
100000004508696100,peripheral,0.200000,37,0.481006,Нет специфической роли. Вход 1: 7000.00 KZT; выход 3: 111000.00 KZT; seed-путей 1.
100000004398811100,peripheral,0.200000,3,0.480942,Нет специфической роли. Вход 1: 426000.00 KZT; выход 3: 1040672.00 KZT; seed-путей 1.
100000002621949100,terminal,0.450000,3,0.480481,Наблюдаемый конец маршрута. Вход 1: 164612.00 KZT; выход 0: 0.00 KZT; seed-путей 4.
100000001169666100,peripheral,0.200000,8,0.480456,Нет специфической роли. Вход 1: 220000.00 KZT; выход 1: 24000.00 KZT; seed-путей 1.
100000008295429100,terminal,0.450000,6,0.480454,Наблюдаемый конец маршрута. Вход 1: 352000.00 KZT; выход 0: 0.00 KZT; seed-путей 3.
100000005367284100,peripheral,0.200000,1,0.479689,Нет специфической роли. Вход 1: 13700.00 KZT; выход 2: 48300.00 KZT; seed-путей 2.
100000000041368100,terminal,0.450000,3,0.479135,Наблюдаемый конец маршрута. Вход 1: 160000.00 KZT; выход 0: 0.00 KZT; seed-путей 4.
100000004737477100,transit,0.214723,1,0.478906,Признаки транзита. Вход 2: 49598.00 KZT; выход 1: 40500.00 KZT; seed-путей 2.
100000002677201100,peripheral,0.200000,10,0.478706,Нет специфической роли. Вход 1: 150000.00 KZT; выход 1: 87750.00 KZT; seed-путей 1.
100000003923946100,peripheral,0.200000,7,0.478671,Нет специфической роли. Вход 1: 282000.00 KZT; выход 4: 675000.00 KZT; seed-путей 2.
100000005171642100,transit,0.804172,27,0.478136,Признаки транзита. Вход 2: 696800.00 KZT; выход 1: 683600.00 KZT; seed-путей 1.
100000008675322100,peripheral,0.200000,35,0.478032,Нет специфической роли. Вход 1: 340000.00 KZT; выход 0: 0.00 KZT; seed-путей 3. Граница выгрузки.
100000000795129100,terminal,0.450000,16,0.477089,Наблюдаемый конец маршрута. Вход 1: 332000.00 KZT; выход 0: 0.00 KZT; seed-путей 3.
100000008730371100,terminal,0.650000,1,0.476966,Наблюдаемый конец маршрута. Вход 2: 520000.00 KZT; выход 0: 0.00 KZT; seed-путей 2.
100000004340038100,peripheral,0.200000,13,0.476876,Нет специфической роли. Вход 1: 9978.00 KZT; выход 1: 49000.00 KZT; seed-путей 3.
100000006745291100,terminal,0.450000,12,0.476874,Наблюдаемый конец маршрута. Вход 1: 82534.00 KZT; выход 0: 0.00 KZT; seed-путей 5.
100000008655779100,peripheral,0.200000,28,0.476811,Нет специфической роли. Вход 1: 47000.00 KZT; выход 2: 24704.00 KZT; seed-путей 1.
100000006994985100,peripheral,0.200000,7,0.476741,Нет специфической роли. Вход 1: 48500.00 KZT; выход 1: 10200.00 KZT; seed-путей 3.
100000004756901100,terminal,0.450000,5,0.476443,Наблюдаемый конец маршрута. Вход 1: 153248.00 KZT; выход 0: 0.00 KZT; seed-путей 4.
100000008724461100,peripheral,0.200000,9,0.476418,Нет специфической роли. Вход 1: 100111.00 KZT; выход 1: 130000.00 KZT; seed-путей 1.
100000004591973100,peripheral,0.200000,11,0.476311,Нет специфической роли. Вход 1: 10000.00 KZT; выход 1: 100000.00 KZT; seed-путей 2.
100000008665380100,peripheral,0.200000,1,0.475945,Нет специфической роли. Вход 2: 69100.00 KZT; выход 1: 18200.00 KZT; seed-путей 2.
100000004417753100,terminal,0.650000,3,0.475872,Наблюдаемый конец маршрута. Вход 2: 192099.00 KZT; выход 0: 0.00 KZT; seed-путей 2.
100000003724440100,terminal,0.650000,3,0.475203,Наблюдаемый конец маршрута. Вход 2: 50000.00 KZT; выход 0: 0.00 KZT; seed-путей 4.
100000006530134100,terminal,0.650000,6,0.475196,Наблюдаемый конец маршрута. Вход 2: 144663.00 KZT; выход 0: 0.00 KZT; seed-путей 3.
100000000507799100,peripheral,0.200000,37,0.475171,Нет специфической роли. Вход 1: 5132.00 KZT; выход 1: 8000.00 KZT; seed-путей 2.
100000002697752100,terminal,0.650000,4,0.475016,Наблюдаемый конец маршрута. Вход 2: 190785.00 KZT; выход 0: 0.00 KZT; seed-путей 2.
100000003886323100,peripheral,0.200000,5,0.475003,Нет специфической роли. Вход 2: 78168.00 KZT; выход 1: 7650.00 KZT; seed-путей 2.
100000001697501100,distributor,0.963112,2,0.474918,Признаки распределения. Вход 3: 123700.00 KZT; выход 38: 1482606.00 KZT; seed-путей 1.
100000008244300100,terminal,0.650000,6,0.474699,Наблюдаемый конец маршрута. Вход 5: 65430.00 KZT; выход 0: 0.00 KZT; seed-путей 3.
100000004948177100,terminal,0.650000,5,0.474554,Наблюдаемый конец маршрута. Вход 3: 437163.00 KZT; выход 0: 0.00 KZT; seed-путей 2.
100000002696152100,peripheral,0.200000,12,0.474552,Нет специфической роли. Вход 1: 21800.00 KZT; выход 2: 69000.00 KZT; seed-путей 2.
100000001965374100,peripheral,0.200000,23,0.474516,Нет специфической роли. Вход 2: 1759720.00 KZT; выход 3: 3082100.00 KZT; seed-путей 1.
100000002185328100,peripheral,0.200000,21,0.474295,Нет специфической роли. Вход 1: 15000.00 KZT; выход 4: 55000.00 KZT; seed-путей 1.
100000002214301100,peripheral,0.200000,1,0.474294,Нет специфической роли. Вход 1: 21438.00 KZT; выход 1: 8000.00 KZT; seed-путей 1.
100000002556775100,terminal,0.450000,6,0.473321,Наблюдаемый конец маршрута. Вход 1: 300000.00 KZT; выход 0: 0.00 KZT; seed-путей 3.
100000002911170100,terminal,0.650000,30,0.473321,Наблюдаемый конец маршрута. Вход 1: 300000.00 KZT; выход 0: 0.00 KZT; seed-путей 3.
100000008536546100,terminal,0.650000,18,0.473165,Наблюдаемый конец маршрута. Вход 2: 250000.00 KZT; выход 0: 0.00 KZT; seed-путей 2.
100000001567366100,terminal,0.650000,5,0.473025,Наблюдаемый конец маршрута. Вход 1: 824070.00 KZT; выход 0: 0.00 KZT; seed-путей 2.
100000005911352100,peripheral,0.200000,37,0.472928,Нет специфической роли. Вход 2: 15000.00 KZT; выход 3: 24000.00 KZT; seed-путей 1.
100000004318918100,terminal,0.450000,12,0.472567,Наблюдаемый конец маршрута. Вход 1: 75600.00 KZT; выход 0: 0.00 KZT; seed-путей 5.
100000000274067100,peripheral,0.200000,7,0.472363,Нет специфической роли. Вход 2: 517704.00 KZT; выход 3: 2969000.00 KZT; seed-путей 1.
100000001140785100,terminal,0.650000,10,0.472148,Наблюдаемый конец маршрута. Вход 2: 215000.00 KZT; выход 0: 0.00 KZT; seed-путей 3.
100000002753146100,terminal,0.650000,14,0.471948,Наблюдаемый конец маршрута. Вход 1: 803540.00 KZT; выход 0: 0.00 KZT; seed-путей 2.
100000002722108100,terminal,0.650000,14,0.471679,Наблюдаемый конец маршрута. Вход 1: 800000.00 KZT; выход 0: 0.00 KZT; seed-путей 2.
100000002748761100,terminal,0.650000,14,0.471544,Наблюдаемый конец маршрута. Вход 1: 796800.00 KZT; выход 0: 0.00 KZT; seed-путей 2.
100000004186824100,peripheral,0.200000,5,0.470371,Нет специфической роли. Вход 2: 451700.00 KZT; выход 1: 7000.00 KZT; seed-путей 2.
100000001674850100,terminal,0.650000,10,0.469463,Наблюдаемый конец маршрута. Вход 2: 237000.00 KZT; выход 0: 0.00 KZT; seed-путей 2.
100000008722541100,peripheral,0.200000,6,0.469149,Нет специфической роли. Вход 1: 280000.00 KZT; выход 0: 0.00 KZT; seed-путей 3. Граница выгрузки.
100000004135268100,transit,0.351846,51,0.468729,Признаки транзита. Вход 2: 1239000.00 KZT; выход 3: 1000200.00 KZT; seed-путей 1.
100000002570206100,terminal,0.650000,17,0.468515,Наблюдаемый конец маршрута. Вход 2: 166959.60 KZT; выход 0: 0.00 KZT; seed-путей 2.
100000002731501100,distributor,0.548905,24,0.468471,Признаки распределения. Вход 3: 570370.00 KZT; выход 7: 833960.00 KZT; seed-путей 1.
100000003205210100,terminal,0.450000,3,0.468368,Наблюдаемый конец маршрута. Вход 1: 137563.00 KZT; выход 0: 0.00 KZT; seed-путей 4.
100000004917367100,terminal,0.650000,6,0.468297,Наблюдаемый конец маршрута. Вход 2: 120000.00 KZT; выход 0: 0.00 KZT; seed-путей 3.
100000002864256100,terminal,0.450000,3,0.467964,Наблюдаемый конец маршрута. Вход 1: 135780.00 KZT; выход 0: 0.00 KZT; seed-путей 4.
100000005857058100,terminal,0.650000,1,0.466960,Наблюдаемый конец маршрута. Вход 3: 80222.00 KZT; выход 0: 0.00 KZT; seed-путей 3.
100000002681449100,peripheral,0.200000,10,0.466747,Нет специфической роли. Вход 2: 94638.00 KZT; выход 2: 133000.00 KZT; seed-путей 1.
100000000941942100,terminal,0.450000,3,0.466618,Наблюдаемый конец маршрута. Вход 1: 130000.00 KZT; выход 0: 0.00 KZT; seed-путей 4.
100000008469048100,peripheral,0.200000,1,0.466592,Нет специфической роли. Вход 1: 265200.00 KZT; выход 0: 0.00 KZT; seed-путей 3. Граница выгрузки.
100000000933075100,peripheral,0.200000,11,0.466486,Нет специфической роли. Вход 1: 40000.00 KZT; выход 2: 55000.00 KZT; seed-путей 2.
100000007747786100,distributor,0.650000,7,0.466156,Признаки распределения. Вход 0: 0.00 KZT; выход 31: 4238009.40 KZT; seed-путей 0.
100000004368189100,peripheral,0.200000,14,0.466012,Нет специфической роли. Вход 1: 384600.00 KZT; выход 2: 28200.00 KZT; seed-путей 2.
100000003199390100,peripheral,0.200000,6,0.465919,Нет специфической роли. Вход 1: 260000.00 KZT; выход 0: 0.00 KZT; seed-путей 3. Граница выгрузки.
100000003022835100,terminal,0.450000,3,0.465273,Наблюдаемый конец маршрута. Вход 1: 125000.00 KZT; выход 0: 0.00 KZT; seed-путей 4.
100000003254277100,transit,0.510833,1,0.464736,Признаки транзита. Вход 1: 49200.00 KZT; выход 1: 44997.00 KZT; seed-путей 2.
100000001714413100,terminal,0.450000,6,0.464573,Наблюдаемый конец маршрута. Вход 1: 250172.00 KZT; выход 0: 0.00 KZT; seed-путей 3.
100000004160650100,distributor,0.664265,24,0.464005,Признаки распределения. Вход 2: 75100.00 KZT; выход 10: 1489827.00 KZT; seed-путей 1.
100000007865484100,peripheral,0.200000,39,0.463738,Нет специфической роли. Вход 1: 584600.00 KZT; выход 0: 0.00 KZT; seed-путей 2. Граница выгрузки.
100000008659950100,terminal,0.450000,10,0.463631,Наблюдаемый конец маршрута. Вход 1: 246000.00 KZT; выход 0: 0.00 KZT; seed-путей 3.
100000003149149100,terminal,0.450000,6,0.463092,Наблюдаемый конец маршрута. Вход 1: 245000.00 KZT; выход 0: 0.00 KZT; seed-путей 3.
100000005168487100,peripheral,0.200000,12,0.462715,Нет специфической роли. Вход 1: 15000.00 KZT; выход 1: 103510.00 KZT; seed-путей 4.
100000008223756100,terminal,0.650000,4,0.462598,Наблюдаемый конец маршрута. Вход 2: 331682.00 KZT; выход 0: 0.00 KZT; seed-путей 2.
100000008599354100,peripheral,0.200000,1,0.462507,Нет специфической роли. Вход 1: 177000.00 KZT; выход 1: 38200.00 KZT; seed-путей 2.
100000002762076100,peripheral,0.200000,7,0.462342,Нет специфической роли. Вход 2: 140350.00 KZT; выход 1: 30000.00 KZT; seed-путей 2.
100000002559089100,terminal,0.650000,14,0.462109,Наблюдаемый конец маршрута. Вход 2: 715000.00 KZT; выход 0: 0.00 KZT; seed-путей 1.
100000001439416100,peripheral,0.200000,1,0.462017,Нет специфической роли. Вход 1: 10000.00 KZT; выход 2: 165000.00 KZT; seed-путей 1.
100000008516839100,consolidator,0.650000,20,0.461929,Признаки консолидации. Вход 3: 155000.00 KZT; выход 0: 0.00 KZT; seed-путей 3.
100000006638021100,peripheral,0.200000,46,0.461892,Нет специфической роли. Вход 2: 388500.00 KZT; выход 0: 0.00 KZT; seed-путей 2. Граница выгрузки.
100000003131016100,peripheral,0.200000,4,0.461181,Нет специфической роли. Вход 1: 405700.00 KZT; выход 1: 126000.00 KZT; seed-путей 2.
100000008376785100,peripheral,0.200000,6,0.459862,Нет специфической роли. Вход 1: 234250.00 KZT; выход 0: 0.00 KZT; seed-путей 3. Граница выгрузки.
100000006564102100,terminal,0.450000,3,0.459727,Наблюдаемый конец маршрута. Вход 1: 233235.00 KZT; выход 0: 0.00 KZT; seed-путей 3.
100000002448088100,consolidator,0.433347,21,0.459235,Признаки консолидации. Вход 3: 20000.00 KZT; выход 1: 25000.00 KZT; seed-путей 2.
100000002109656100,terminal,0.450000,14,0.459028,Наблюдаемый конец маршрута. Вход 1: 500000.00 KZT; выход 0: 0.00 KZT; seed-путей 2.
100000002644285100,terminal,0.450000,14,0.459028,Наблюдаемый конец маршрута. Вход 1: 500000.00 KZT; выход 0: 0.00 KZT; seed-путей 2.
100000003163886100,terminal,0.450000,54,0.459028,Наблюдаемый конец маршрута. Вход 1: 500000.00 KZT; выход 0: 0.00 KZT; seed-путей 2.
100000000297649100,peripheral,0.200000,11,0.458812,Нет специфической роли. Вход 1: 40000.00 KZT; выход 1: 70600.00 KZT; seed-путей 4.
100000003050771100,terminal,0.450000,13,0.458247,Наблюдаемый конец маршрута. Вход 1: 229000.00 KZT; выход 0: 0.00 KZT; seed-путей 3.
100000003835149100,peripheral,0.200000,23,0.457924,Нет специфической роли. Вход 1: 248500.00 KZT; выход 2: 4600440.00 KZT; seed-путей 1.
100000008624978100,terminal,0.450000,18,0.457870,Наблюдаемый конец маршрута. Вход 1: 109000.00 KZT; выход 0: 0.00 KZT; seed-путей 4.
100000001650895100,peripheral,0.200000,8,0.457711,Нет специфической роли. Вход 1: 153500.00 KZT; выход 1: 10000.00 KZT; seed-путей 1.
100000008388049100,terminal,0.450000,14,0.457682,Наблюдаемый конец маршрута. Вход 1: 496400.00 KZT; выход 0: 0.00 KZT; seed-путей 2.
100000002958343100,peripheral,0.200000,7,0.456982,Нет специфической роли. Вход 1: 2900000.00 KZT; выход 2: 1390000.00 KZT; seed-путей 1.
100000004652395100,consolidator,0.634321,1,0.456943,Признаки консолидации. Вход 3: 101528.00 KZT; выход 0: 0.00 KZT; seed-путей 3. Граница выгрузки.
100000002733905100,consolidator,0.433641,2,0.456896,Признаки консолидации. Вход 3: 100000.00 KZT; выход 2: 717839.00 KZT; seed-путей 1.
100000003072205100,peripheral,0.200000,9,0.456401,Нет специфической роли. Вход 2: 163000.00 KZT; выход 0: 0.00 KZT; seed-путей 3. Граница выгрузки.
100000002670960100,terminal,0.450000,14,0.455663,Наблюдаемый конец маршрута. Вход 1: 480310.00 KZT; выход 0: 0.00 KZT; seed-путей 2.
100000002815005100,terminal,0.450000,9,0.455528,Наблюдаемый конец маршрута. Вход 1: 476500.00 KZT; выход 0: 0.00 KZT; seed-путей 2.
100000008200810100,terminal,0.450000,14,0.455394,Наблюдаемый конец маршрута. Вход 1: 475000.00 KZT; выход 0: 0.00 KZT; seed-путей 2.
100000008418835100,peripheral,0.200000,59,0.455389,Нет специфической роли. Вход 1: 1372000.00 KZT; выход 4: 186179.00 KZT; seed-путей 1.
100000008738526100,peripheral,0.200000,18,0.455288,Нет специфической роли. Вход 1: 15000.00 KZT; выход 1: 140000.00 KZT; seed-путей 1.
100000000976943100,transit,0.189767,12,0.454615,Признаки транзита. Вход 1: 70000.00 KZT; выход 1: 84000.00 KZT; seed-путей 1.
100000003964910100,terminal,0.650000,17,0.454463,Наблюдаемый конец маршрута. Вход 2: 1000000.00 KZT; выход 0: 0.00 KZT; seed-путей 1.
100000000998559100,terminal,0.450000,3,0.454236,Наблюдаемый конец маршрута. Вход 1: 100000.00 KZT; выход 0: 0.00 KZT; seed-путей 4.
100000003112436100,terminal,0.450000,5,0.454236,Наблюдаемый конец маршрута. Вход 1: 100000.00 KZT; выход 0: 0.00 KZT; seed-путей 4.
